CWE_ID,Name,MITRE_AI_Tagged,View1_Score,View2_Score,Max_Score,Is_AI_Relevant,AI_Category,Attack_Type,Attack_Surface,View1_Reasoning,View2_Reasoning,AI_Impact,Description,Source_View
147,Improper Neutralization of Input Terminators,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as input terminators when they are sent to a downstream component.",Research-Concepts-1000
148,Improper Neutralization of Input Leaders,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not properly handle when a leading character or sequence (leader) is missing or malformed, or if multiple leaders are used when only one should be allowed.",Research-Concepts-1000
149,Improper Neutralization of Quoting Syntax,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"Quotes injected into a product can be used to compromise a system. As data are parsed, an injected/absent/duplicate/malformed use of quotes may cause the process to take unexpected actions.",Research-Concepts-1000
150,"Improper Neutralization of Escape, Meta, or Control Sequences",No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as escape, meta, or control character sequences when they are sent to a downstream component.",Research-Concepts-1000
151,Improper Neutralization of Comment Delimiters,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as comment delimiters when they are sent to a downstream component.",Research-Concepts-1000
152,Improper Neutralization of Macro Symbols,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as macro symbols when they are sent to a downstream component.",Research-Concepts-1000
153,Improper Neutralization of Substitution Characters,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as substitution characters when they are sent to a downstream component.",Research-Concepts-1000
154,Improper Neutralization of Variable Name Delimiters,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as variable name delimiters when they are sent to a downstream component.",Research-Concepts-1000
155,Improper Neutralization of Wildcards or Matching Symbols,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as wildcards or matching symbols when they are sent to a downstream component.",Research-Concepts-1000
156,Improper Neutralization of Whitespace,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as whitespace when they are sent to a downstream component.",Research-Concepts-1000
157,Failure to Sanitize Paired Delimiters,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not properly handle the characters that are used to mark the beginning and ending of a group of entities, such as parentheses, brackets, and braces.",Research-Concepts-1000
158,Improper Neutralization of Null Byte or NUL Character,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes NUL characters or null bytes when they are sent to a downstream component.",Research-Concepts-1000
159,Improper Handling of Invalid Use of Special Elements,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not properly filter, remove, quote, or otherwise manage the invalid use of special elements in user-controlled input, which could cause adverse effect on its behavior and integrity.",Research-Concepts-1000
160,Improper Neutralization of Leading Special Elements,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes leading special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",Research-Concepts-1000
161,Improper Neutralization of Multiple Leading Special Elements,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple leading special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",Research-Concepts-1000
162,Improper Neutralization of Trailing Special Elements,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes trailing special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",Research-Concepts-1000
163,Improper Neutralization of Multiple Trailing Special Elements,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple trailing special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",Research-Concepts-1000
164,Improper Neutralization of Internal Special Elements,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes internal special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",Research-Concepts-1000
165,Improper Neutralization of Multiple Internal Special Elements,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple internal special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",Research-Concepts-1000
