"control_id","control_domain","control_specification","architectural_relevance.phys","architectural_relevance.network","architectural_relevance.compute","architectural_relevance.storage","architectural_relevance.app","architectural_relevance.data","corp_gov_relevance","service_delivery_model.saas","service_delivery_model.paas","service_delivery_model.iaas","supplier_relationship.service_provider","supplier_relationship.tenant_consumer","framework_mappings.aicpa_2009_tsc_map","framework_mappings.aicpa_trust_service_criteria_soc_2sm_report","framework_mappings.aicpa_2014_tsc","framework_mappings.bits_shared_assessments_aup_v5_0","framework_mappings.bits_shared_assessments_sig_v6_0","framework_mappings.canada_pipeda","framework_mappings.ccm_v1_x","framework_mappings.cobit_4_1","framework_mappings.cobit_5_0","framework_mappings.coppa","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative_2","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative_3","framework_mappings.csa_guidance_v3_0","framework_mappings.enisa_iaf","framework_mappings.95_46_ec_european_union_data_protection_directive","framework_mappings.fedramp_security_controls_final_release_jan_2012_low_impact_level","framework_mappings.fedramp_security_controls_final_release_jan_2012_moderate_impact_level","framework_mappings.gapp_aug_2009","framework_mappings.hipaa_hitech_act","framework_mappings.iso_iec_27001_2005","framework_mappings.iso_iec_27001_2013","framework_mappings.jericho_forum","framework_mappings.nerc_cip","framework_mappings.nist_sp800_53_r3","framework_mappings.nist_sp800_53_r4_app_j","framework_mappings.nzism","framework_mappings.odca_um_pa_r2_0","framework_mappings.odca_um_pa_r2_0_2","framework_mappings.pci_dss_v2_0","framework_mappings.pci_dss_v3_0","framework_mappings.tenant_consumer","framework_mappings.bsi_germany","framework_mappings.mexico_federal_law_on_protection_of_personal_data_held_by_private_parties","framework_mappings.itar","framework_mappings.ferpa"
"IAM-08","Identity & Access Management
Trusted Sources","Policies and procedures are established for permissible storage and 
access of identities used for authentication to ensure identities are 
only accessible based on rules of least privilege and replication 
limitation only to users explicitly defined as business necessary.","N","N","N","N","N","Y","N","Y","Y","N","Y","Y","S3.2.0








S4.3.0","(S3.2.0) Procedures exist to restrict logical access to the defined system including, but not limited to, the following matters:
c. Registration and authorization of new users.
d. The process to make changes to user profiles.
g. Restriction of access to system configurations, superuser functionality, master passwords, powerful utilities, and security devices (for example, firewalls).

(S4.3.0) Environmental, regulatory, and technological changes are monitored, and their effect on system availability, confidentiality, processing integrity and security is assessed on a timely basis; policies are updated for that assessment.","CC3.3","","","","IS-08
IS-12","","APO01.03
APO01.08
APO10.04
APO13.02
DSS05.04
DSS06.03
DSS06.06","312.8 and 312.10","Information Services > User Directory Services > Active Directory Services,
LDAP Repositories,
X.500 Repositories,
DBMS Repositories,
Meta Directory Services,
Virtual Directory Services","shared","x","Domain 12","","","","","","","","Annex
A.9.2,
A.9.2.1,
A.9.2.2,
A.9.2.3,
A.9.2.4,
A.9.2.5,
A.9.2.6,
A.9.3.1,
A.9.4.1,
A.9.4.2,
A.9.4.3,
A.9.4.5","","","","""FTC Fair Information Principles
Integrity/Security
Security involves both managerial and technical measures to protect against loss and the unauthorized access, destruction, use, or disclosure of the data.(49) Managerial measures include internal organizational measures that limit access to data and ensure that those individuals with access do not utilize the data for unauthorized purposes. Technical security measures to prevent unauthorized access include encryption in the transmission and storage of data; limits on access through use of passwords; and the storage of data on secure servers or computers . -  http://www.ftc.gov/reports/privacy3/fairinfo.shtm""","3.2
9.2
15.2","","","","7.1
7.1.1
7.1.2
7.1.3
7.1.4
7.2","X","","","",""
"IAM-09","Identity & Access Management
User Access Authorization","Provisioning user access (e.g., employees, contractors, customers 
(tenants), business partners and/or supplier relationships) to data and 
organizationally-owned or managed (physical and virtual) applications, 
infrastructure systems, and network components shall be authorized by 
the organization's management prior to access being granted and 
appropriately restricted as per established policies and procedures. 
Upon request, provider shall inform customer (tenant) of this user 
access, especially if customer (tenant) data is used as part the service
 and/or customer (tenant) has some shared responsibility over 
implementation of control.","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","S3.2.0","(S3.2.0) Procedures exist to restrict logical access to the defined system including, but not limited to, the following matters:
c. Registration and authorization of new users.
d. The process to make changes to user profiles.
g. Restriction of access to system configurations, superuser functionality, master passwords, powerful utilities, and security devices (for example, firewalls).","","","H.2.4, H.2.5,","Schedule 1 (Section 5) Safeguards, Subs. 4.7.2 and 4.7.3","IS-08","DS5.4","APO01.03
APO01.08
APO07.06
APO10.04
APO13.02
DSS05.04
DSS06.03
DSS06.06","312.8 and 312.10","SRM > Privilege Management Infrastructure > Identity Management - Identity Provisioning","shared","x","Domain 2","6.03.04. (b)
6.03.04. (c)
6.03.05. (d)
6.03.06. (a)
6.03.06. (b)
6.04.01. (a)
6.04.01. (b)
6.04.01. (d)
6.04.01. (e)
6.04.01. (g)
6.04.03. (c)
6.04.08.02. (a)","Article 17","NIST SP 800-53 R3 AC-3
NIST SP 800-53 R3 IA-2
NIST SP 800-53 R3 IA-2 (1)
NIST SP 800-53 R3 IA-4
NIST SP 800-53 R3 IA-5
NIST SP 800-53 R3 IA-5 (1)
NIST SP 800-53 R3 IA-8
NIST SP 800-53 R3 MA-5
NIST SP 800-53 R3 PS-6
NIST SP 800-53 R3 SA-7","NIST SP 800-53 R3 AC-3
NIST SP 800-53 R3 AC-3 (3)
NIST SP 800-53 R3 AC-5
NIST SP 800-53 R3 AC-6
NIST SP 800-53 R3 AC-6 (1)
NIST SP 800-53 R3 AC-6 (2)
NIST SP 800-53 R3 IA-2
NIST SP 800-53 R3 IA-2 (1)
NIST SP 800-53 R3 IA-2 (2)
NIST SP 800-53 R3 IA-2 (3)
NIST SP 800-53 R3 IA-2 (8)
NIST SP 800-53 R3 IA-4
NIST SP 800-53 R3 IA-4 (4)
NIST SP 800-53 R3 IA-5
NIST SP 800-53 R3 IA-5 (1)
NIST SP 800-53 R3 IA-5 (2)
NIST SP 800-53 R3 IA-5 (3)
NIST SP 800-53 R3 IA-5 (6)
NIST SP 800-53 R3 IA-5 (7)
NIST SP 800-53 R3 IA-8
NIST SP 800-53 R3 MA-5
NIST SP 800-53 R3 PS-6
NIST SP 800-53 R3 SA-7
NIST SP 800-53 R3 SC-30
NIST SP 800-53 R3 SI-9","8.2.2","45 CFR 164.308 (a)(3)(i)
45 CFR 164.308 (a)(3)(ii)(A)
45 CFR 164.308 (a)(4)(i)
45 CFR 164.308 (a)(4)(ii)(B)
45 CFR 164.308 (a)(4)(ii)(C)
45 CFR 164.312 (a)(1)","A.11.2.1
A.11.2.2
A.11.4.1
A 11.4.2
A.11.6.1","A.9.2.1, A.9.2.2
A.9.2.3
A.9.1.2
A.9.4.1","Commandment #6
Commandment #7
Commandment #8
Commandment #9
Commandment #10","CIP-003-3 - R5.1.1 - R5.3
CIP-004-3 R2.3
CIP-007-3 R5.1 - R5.1.2","AC-3
AC-5
AC-6
IA-2
IA-4
IA-5
IA-8
MA-5
PS-6
SA-7
SI-9","AP-1 The organization determines and documents the legal authority that permits the collection, use, maintenance, and sharing of personally identifiable information (PII), either generally or in support of a specific program or information system need.","9.2
15.2","PA24","GP","7.1
7.1.1
7.1.2
7.1.3
7.2.1
7.2.2
8.5.1
12.5.4","7.1
7.1.1
7.1.2
7.1.3
7.1.4
12.5.4","X","35 (B)
40 (B)
41 (B)
42 (B)
44 (C+)","","",""
"IAM-10","Identity & Access Management
User Access Reviews","User access shall be authorized and revalidated for entitlement appropriateness, at planned intervals, by the organization's business leadership or other accountable business role or function supported by evidence to demonstrate the organization is adhering to the rule of least privilege based on job function. For identified access violations, remediation must follow established user access policies and procedures.","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","S3.2.0","(S3.2.0) Procedures exist to restrict logical access to the defined system including, but not limited to, the following matters:
d. The process to make changes to user profiles.
g. Restriction of access to system configurations, superuser functionality, master passwords, powerful utilities, and security devices (for example, firewalls).","","","H.2.6, H.2.7, H.2.9,","Schedule 1 (Section 5), 4.7 - Safeguards","IS-10","DS5.3
DS5.4","APO01.03
APO01.08
APO13.02
DSS05.04
DSS06.03
DSS06.06
MEA01.03","312.8 and 312.10","SRM > Privilege Management Infrastructure > Authorization Services - Entitlement Review","shared","x","Domain 2","","Article 17","NIST SP 800-53 R3 AC-2
NIST SP 800-53 R3 AU-6
NIST SP 800-53 R3 PS-6
NIST SP 800-53 R3 PS-7","NIST SP 800-53 R3 AC-2
NIST SP 800-53 R3 AC-2 (1)
NIST SP 800-53 R3 AC-2 (2)
NIST SP 800-53 R3 AC-2 (3)
NIST SP 800-53 R3 AC-2 (4)
NIST SP 800-53 R3 AC-2 (7)
NIST SP 800-53 R3 AU-6
NIST SP 800-53 R3 AU-6 (1)
NIST SP 800-53 R3 AU-6 (3)
NIST SP 800-53 R3 PS-6
NIST SP 800-53 R3 PS-7","8.2.1
8.2.7","45 CFR 164.308 (a)(3)(ii)(B)
45 CFR 164.308 (a)(4)(ii)(C)","A.11.2.4","A.9.2.5","Commandment #6
Commandment #7
Commandment #8
Commandment #10","CIP-004-3 R2.2.2
CIP-007-3 - R5 - R.1.3","AC-2
AU-6
PM-10
PS-6
PS-7","","9.2","","","","8.1.4","X","41 (B)","","ITAR 22 CFR § 120.17 
EAR 15 CFR §736.2 (b)","99.31(a)(1)(ii)"
"IAM-11","Identity & Access Management
User Access Revocation","Timely de-provisioning (revocation or modification) of user access to 
data and organizationally-owned or managed (physical and virtual) 
applications, infrastructure systems, and network components, shall be 
implemented as per established policies and procedures and based on 
user's change in status (e.g., termination of employment or other 
business relationship, job change or transfer). Upon request, provider 
shall inform customer (tenant) of these changes, especially if customer 
(tenant) data is used as part the service and/or customer (tenant) has 
some shared responsibility over implementation of control.","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","S3.2.0","(S3.2.0) Procedures exist to restrict logical access to the defined system including, but not limited to, the following matters:
d. The process to make changes to user profiles.
g. Restriction of access to system configurations, superuser functionality, master passwords, powerful utilities, and security devices (for example, firewalls).","","H.2","E.6.2, E.6.3","Schedule 1 (Section 5), 4.7 - Safeguards","IS-09","DS 5.4","APO01.03
APO01.08
APO13.02
DSS05.04
DSS06.03
DSS06.06
MEA01.03","312.8 and 312.10","SRM > Privilege Management Infrastructure > Identity Management - Identity Provisioning","shared","x","Domain 2","6.03.04. (b)
6.03.04. (c)
6.03.05. (d)
6.03.06. (a)
6.04.02. (b)","Article 17","NIST SP 800-53 R3 AC-2
NIST SP 800-53 R3 PS-4
NIST SP 800-53 R3 PS-5","NIST SP 800-53 R3 AC-2
NIST SP 800-53 R3 AC-2 (1)
NIST SP 800-53 R3 AC-2 (2)
NIST SP 800-53 R3 AC-2 (3)
NIST SP 800-53 R3 AC-2 (4)
NIST SP 800-53 R3 AC-2 (7)
NIST SP 800-53 R3 PS-4
NIST SP 800-53 R3 PS-5
NIST SP 800-53 R3 SC-30","8.2.1","45 CFR 164.308(a)(3)(ii)(C)","ISO/IEC 27001:2005
A.8.3.3
A.11.1.1
A.11.2.1
A.11.2.2","Annex  A
A.9.2.6
A.9.1.1
A.9.2.1, A.9.2.2
A.9.2.3","Commandment #6
Commandment #7
Commandment #8","CIP-004-3 R2.2.3
CIP-007-3 - R5.1.3  -R5.2.1 - R5.2.3","AC-2
PS-4
PS-5","""FTC Fair Information Principles
Integrity/Security
Security involves both managerial and technical measures to protect against loss and the unauthorized access, destruction, use, or disclosure of the data.(49) Managerial measures include internal organizational measures that limit access to data and ensure that those individuals with access do not utilize the data for unauthorized purposes. Technical security measures to prevent unauthorized access include encryption in the transmission and storage of data; limits on access through use of passwords; and the storage of data on secure servers or computers . -  http://www.ftc.gov/reports/privacy3/fairinfo.shtm""","9.2","","","8.5.4
8.5.5","8.1.3
8.1.4
8.1.5, 12.5.4","","","","ITAR 22 CFR § 120.17 
EAR 15 CFR §736.2 (b)","99.31(a)(1)(ii)"
"IAM-12","Identity & Access Management
User ID Credentials","Internal corporate or customer (tenant) user account credentials shall be restricted as per the following, ensuring appropriate identity, entitlement, and access management and in accordance with established policies and procedures:
 • Identity trust verification and service-to-service application (API) and information processing interoperability (e.g., SSO and Federation)
 • Account credential lifecycle management from instantiation through revocation
 • Account credential and/or identity store minimization or re-use when feasible
 • Adherence to industry acceptable and/or regulatory compliant authentication, authorization, and accounting (AAA) rules (e.g., strong/multi-factor, expireable, non-shared authentication secrets)","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","S3.2.b","(S3.2.b) b. Identification and authentication of users.","CC5.3","B.1
H.5","E.6.2, E.6.3, H.1.1, H.1.2, H.2, H.3.2, H.4, H.4.1, H.4.5, H.4.8","Schedule 1 (Section 5), 4.7 - Safeguards, Subsec. 4.7.3","SA-02","DS5.3
DS5.4","APO01.03
APO01.08
APO13.02
DSS05.04
DSS06.03
DSS06.06
MEA01.03","312.8 and 312.10","SRM > Policies and Standards > Technical Securitry Standards","shared","x","Domain 10","6.03.04. (b)
6.03.04. (c)
6.03.05. (d)
6.04.05. (b)","Article 17 (1), (2)","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AC-2
NIST SP 800-53 R3 AC-3
NIST SP 800-53 R3 AU-2
NIST SP 800-53 R3 AU-11
NIST SP 800-53 R3 IA-1
NIST SP 800-53 R3 IA-2
NIST SP 800-53 R3 IA-2 (1)
NIST SP 800-53 R3 IA-5
NIST SP 800-53 R3 IA-5 (1)
NIST SP 800-53 R3 IA-6
NIST SP 800-53 R3 IA-8","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AC-2
NIST SP 800-53 R3 AC-3
NIST SP 800-53 R3 AC-11
NIST SP 800-53 R3 AC-11 (1)
NIST SP 800-53 R3 AU-2
NIST SP 800-53 R3 AU-2 (3)
NIST SP 800-53 R3 AU-2 (4)
NIST SP 800-53 R3 AU-11
NIST SP 800-53 R3 IA-1
NIST SP 800-53 R3 IA-2
NIST SP 800-53 R3 IA-2 (1)
NIST SP 800-53 R3 IA-2 (2)
NIST SP 800-53 R3 IA-2 (3)
NIST SP 800-53 R3 IA-2 (8)
NIST SP 800-53 R3 IA-5
NIST SP 800-53 R3 IA-5 (1)
NIST SP 800-53 R3 IA-5 (2)
NIST SP 800-53 R3 IA-5 (3)
NIST SP 800-53 R3 IA-5 (6)
NIST SP 800-53 R3 IA-5 (7)
NIST SP 800-53 R3 IA-6
NIST SP 800-53 R3 IA-8
NIST SP 800-53 R3 SC-10","","45 CFR 164.308(a)(5)(ii)(c)
45 CFR 164.308 (a)(5)(ii)(D)
45 CFR 164.312 (a)(2)(i)
45 CFR 164.312 (a)(2)(iii)
45 CFR 164.312 (d)","A.8.3.3
A.11.1.1
A.11.2.1
A.11.2.3
A.11.2.4
A.11.5.5","A.9.2.6
A.9.1.1
A.9.2.1, A.9.2.2
A.9.2.4
A.9.2.5
A.9.4.2","Commandment #6
Commandment #7
Commandment #8
Commandment #9","CIP-004-3 R2.2.3
CIP-007-3 - R5.2 - R5.3.1 - R5.3.2 - R5.3.3","AC-1
AC-2
AC-3
AC-11
AU-2
AU-11
IA-1
IA-2
IA-5
IA-6
IA-8
SC-10","""FTC Fair Information Principles
Integrity/Security
Security involves both managerial and technical measures to protect against loss and the unauthorized access, destruction, use, or disclosure of the data.(49) Managerial measures include internal organizational measures that limit access to data and ensure that those individuals with access do not utilize the data for unauthorized purposes. Technical security measures to prevent unauthorized access include encryption in the transmission and storage of data; limits on access through use of passwords; and the storage of data on secure servers or computers . -  http://www.ftc.gov/reports/privacy3/fairinfo.shtm""","15.1
15.2","PA9
PA6
PA24
PA22","BSGP
BSGP
P
GP","8.1
8.2,
8.3
8.4
8.5 
10.1,
12.2,
12.3.8","8.0
10.1,
12.3","X","6 (B)","","","99.3
99.31(a)(1)(ii)"
"IAM-13","Identity & Access Management
Utility Programs Access","Utility programs capable of potentially overriding system, object, network, virtual machine, and application controls shall be restricted.","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","S3.2.g","(S3.2.g) g. Restriction of access to system configurations, superuser functionality, master passwords, powerful utilities, and security devices (for example, firewalls).","CC5.1","","H.2.16","Schedule 1 (Section 5), 4.7 - Safeguards, Subsec. 4.7.3","IS-34","DS5.7","APO13.01
APO13.02
DSS05.05","312.8 and 312.10","SRM > Privilege Management Infrastructure > Privilege Usage Management - Resource Protection","shared","x","Domain 2","","","NIST SP 800-53 R3 CM-7","NIST SP 800-53 R3 AC-6
NIST SP 800-53 R3 AC-6 (1)
NIST SP 800-53 R3 AC-6 (2)
NIST SP 800-53 R3 CM-7
NIST SP 800-53 R3 CM-7 (1)","","","A.11.4.1
A 11.4.4
A.11.5.4","A.9.1.2                              Deleted                                A.9.4.4","Commandment #1
Commandment #5
Commandment #6
Commandment #7","CIP-007-3 - R2.1 - R2.2 - R2.3","AC-5
AC-6
CM-7
SC-3
SC-19","","12.2
14.2","","","7.1.2","5.0
7.1
7.1.2
7.2","X","","","",""
"IPY-01","Interoperability & Portability
APIs","The provider shall use open and published APIs to ensure support for interoperability between components and to facilitate migrating applications.","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","","","","","","","--","","BAI02.04
BAI03.01
BAI03.02
BAI03.03
BAI03.04
BAI03.05","","Application Services > Programming Interfaces >","provider","X","Domain 6","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"IPY-02","Interoperability & Portability
Data Request","All structured and unstructured data shall be available to the customer and provided to them upon request in an industry-standard format (e.g., .doc, .xls,  .pdf, logs, and flat files)","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","","","","","","","--","","APO01.03
APO01.06
APO03.01
APO08.01
APO09.03
DSS04.07","","Information Services > Reporting Services >","provider","","Domain 6","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"IPY-03","Interoperability & Portability
Policy & Legal","Policies, procedures, and mutually-agreed upon provisions and/or terms shall be established to satisfy customer (tenant) requirements for service-to-service application (API) and information processing interoperability, and portability for application development and information exchange, usage, and integrity persistence.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","","","","","--","","APO01.08
APO02.05
APO03.01
APO03.02
APO04.02
BAI02.01
BAI02.04
APO09.03","","Information Technology Operation Services > Service Delivery > Service Level Management - External SLA's","provider","","Domain 3","6.04.03. (b)
6.04.08. (a)
6.04.08. (b)
6.06. (a)
6.06. (b)
6.06. (c)
6.06. (d)
6.06. (e)
6.06. (f)","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","X","","","",""
"IPY-04","Interoperability & Portability
Standardized Network Protocols","The provider shall use secure (e.g., non-clear text and authenticated) standardized network protocols for the import and export of data and to manage the service, and shall make available a document to consumers (tenants) detailing the relevant interoperability and portability standards that are involved.","N","Y","N","N","N","N","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.08
APO02.05
APO03.01
APO03.02
APO04.02
BAI02.01
BAI02.04
APO09.03","","SRM > Data Protection  > Cryptographic Services - Data-In-Transit Encryption","provider","x","Domain 6","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","4.1","","","","",""
"IPY-05","Interoperability & Portability
Virtualization","The provider shall use an industry-recognized virtualization platform and standard virtualization formats (e.g., OVF) to help ensure interoperability, and shall have documented custom changes made to any hypervisor in use and all solution-specific virtualization hooks available for customer review.","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","","","","","","","--","","APO01.08
APO02.05
APO03.01
APO03.02
APO04.02
BAI02.01
BAI02.04
APO09.03","","Infrastructure Services > Virtual Infrastructure > Server Virtualization","provider","X","Domain 6","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
