"requirement_id","module","name","cia","applicable_threats"
"OPS.2.1.A10","OPS.2.1","Agreement on the Exchange of Data Between the Outsourcing Partners","","G 0.14|G 0.15|G 0.17|G 0.19|G 0.22"
"OPS.2.1.A11","OPS.2.1","Planning and Continuity of Information Security During Ongoing Outsourcing Operations","","G 0.19"
"OPS.2.1.A12","OPS.2.1","Change Management","","G 0.18"
"OPS.2.1.A13","OPS.2.1","Secure Migration in Outsourcing Projects","","G 0.18|G 0.19"
"OPS.2.1.A14","OPS.2.1","Contingency Planning for Outsourcing","","G 0.11|G 0.25"
"OPS.2.1.A15","OPS.2.1","Organised Termination of an Outsourcing Relationship","","G 0.11"
"OPS.2.1.A16","OPS.2.1","Security Vetting of Employees","CIA","G 0.29|G 0.35"
"OPS.2.2.A1","OPS.2.2","Drawing Up a Strategy for Cloud Usage","","G 0.18|G 0.29"
"OPS.2.2.A2","OPS.2.2","Drawing Up a Security Policy for Cloud Usage","","G 0.18|G 0.29"
"OPS.2.2.A3","OPS.2.2","Service Definition for Cloud Services by the Customer","","G 0.18"
"OPS.2.2.A4","OPS.2.2","Definition of Areas of Responsibility and Interfaces","","G 0.18"
"OPS.2.2.A5","OPS.2.2","Planning a Secure Migration to a Cloud Service","","G 0.18|G 0.25|G 0.26|G0.31|G 0.36"
"OPS.2.2.A6","OPS.2.2","Planning the Secure Integration of Cloud Services","","G 0.18|G 0.25|G 0.26|G0.31"
"OPS.2.2.A7","OPS.2.2","Drawing Up a Security Concept for Cloud Usage","","G 0.15|G 0.19|G 0.25|G 0.26|G 0.30|G0.31|G 0.32|G 0.45"
"OPS.2.2.A8","OPS.2.2","Careful Selection of a Cloud Service Provider","","G 0.11|G 0.18|G 0.29"
"OPS.2.2.A9","OPS.2.2","Contractual Arrangements with the Cloud Service Provider","","G 0.11|G 0.18|G 0.29"
"OPS.2.2.A10","OPS.2.2","Secure Migration to a Cloud Service","","G 0.18|G 0.19|G 0.25|G 0.26"
"OPS.2.2.A11","OPS.2.2","Drawing Up a Contingency Concept for a Cloud Service","","G 0.9|G 0.11|G 0.25|G 0.26|G 0.45"
"OPS.2.2.A12","OPS.2.2","Maintaining Information Security During Live Cloud Operations","","G 0.18"
"OPS.2.2.A13","OPS.2.2","Evidence of Sufficient Information Security for Cloud Usage","","G 0.15|G 0.18|G 0.19|G 0.25|G 0.26|G 0.29|G 0.30|G0.31|G 0.32"
"OPS.2.2.A14","OPS.2.2","Orderly Termination of a Cloud Service Relationship","","G 0.18"
"OPS.2.2.A15","OPS.2.2","Ensuring the Portability of Cloud Services","A","G 0.11|G 0.45"
"OPS.2.2.A16","OPS.2.2","Implementing In-House Backups","A","G 0.11|G 0.45"
"OPS.2.2.A17","OPS.2.2","Use of Encryption When Using the Cloud","A","G 0.14|G 0.15"
"OPS.2.2.A18","OPS.2.2","Use of Federation Services","CIA","G 0.30|G 0.32"
"OPS.2.2.A19","OPS.2.2","Security Vetting of Employees","CIA","G 0.14|G 0.19|G 0.35|G 0.41"
"OPS.3.1.A1","OPS.3.1","Drawing Up a Rough Concept for the Outsourcing Service","","G 0.18"
"OPS.3.1.A2","OPS.3.1","Contractual Arrangements with Outsourcing Customers","","G 0.25|G 0.30|G 0.33"
"OPS.3.1.A3","OPS.3.1","Creating a Security Concept for the Outsourcing Project","","G 0.19|G 0.45|G 0.46"
"OPS.3.1.A4","OPS.3.1","Definition of Possible Communication Partners","","G 0.14|G 0.19|G 0.46"
"OPS.3.1.A5","OPS.3.1","Provisions for Deploying the Personnel of Outsourcing Service Providers","","G 0.30|G 0.33"
"OPS.3.1.A6","OPS.3.1","Procedures Regarding the Use of Third-Party Personnel","","G 0.30|G 0.33"
"OPS.3.1.A7","OPS.3.1","Creation of a Client Separation Concept by an Outsourcing Service Provider","","G 0.19|G 0.46"
"OPS.3.1.A8","OPS.3.1","Agreements on Connecting to Outsourcing Partner Networks","","G 0.9|G 0.14|G 0.45"
"OPS.3.1.A9","OPS.3.1","Agreement on the Exchange of Data Between Outsourcing Partners","","G 0.14|G 0.17|G 0.19|G 0.22|G 0.38|G 0.46"
"OPS.3.1.A10","OPS.3.1","Planning and Maintaining Information Security During Ongoing Outsourcing Operations","","G 0.19|G 0.46"
"OPS.3.1.A11","OPS.3.1","Site, System, and Data Access Control","","G 0.18|G 0.19|G 0.30"
"OPS.3.1.A12","OPS.3.1","Change Management","","G 0.18|G 0.19|G 0.30"
"OPS.3.1.A13","OPS.3.1","Secure Migration in Outsourcing Projects","","G 0.19|G 0.45|G 0.46"
"OPS.3.1.A14","OPS.3.1","Contingency Planning for Outsourcing","","G 0.9|G 0.25|G 0.33|G 0.45"
"OPS.3.1.A15","OPS.3.1","Orderly Termination of an Outsourcing Relationship","","G 0.19|G 0.45|G 0.46"
"OPS.3.1.A16","OPS.3.1","Security Vetting of Employees","CI","G 0.41"
"ORP.1.A1","ORP.1","Specification of Responsibilities and Provisions","","G 0.14|G 0.18|G 0.19|G 0.22|G 0.29|G 0.38|G 0.46"
"ORP.1.A2","ORP.1","Assigning Responsibilities","","G 0.14|G 0.16|G 0.18|G 0.19|G 0.22|G 0.25|G 0.26|G 0.27|G 0.29|G 0.38|G 0.46"
"ORP.1.A3","ORP.1","Supervising or Escorting External Individuals","","G 0.14|G 0.16|G 0.19|G 0.22"
"ORP.1.A4","ORP.1","Separation of Roles Between Incompatible Tasks","","G 0.19|G 0.22|G 0.29|G 0.38"
"ORP.1.A8","ORP.1","Managing Resources and Devices","","G 0.14|G 0.16|G 0.18|G 0.19|G 0.27"
"ORP.1.A13","ORP.1","Security During Relocation","","G 0.14|G 0.16|G 0.18|G 0.19|G 0.22|G 0.25|G 0.26|G 0.38|G 0.46"
"ORP.1.A15","ORP.1","Contact Persons for Information Security Issues","","G 0.14|G 0.19|G 0.29|G 0.38|G 0.45|G 0.46"
"ORP.1.A16","ORP.1","Policy for Secure IT Use","","G 0.14|G 0.18|G 0.19|G 0.29|G 0.38|G 0.45|G 0.46"
"ORP.2.A1","ORP.2","Well-Regulated Orientation of New Employees","","G 0.14|G 0.29|G 0.38|G 0.42|G 0.45|G 0.46"
"ORP.2.A2","ORP.2","Regulated Procedure for Employees Leaving the Organisation","","G 0.16|G 0.36|G 0.42|G 0.44|G 0.45|G 0.46"
"ORP.2.A3","ORP.2","Defining Deputising Rules","","G 0.17|G 0.29|G 0.38"
"ORP.2.A4","ORP.2","Defining Procedures for Using Third-Party Personnel","","G 0.17|G 0.44|G 0.45|G 0.46"
"ORP.2.A5","ORP.2","Confidentiality Agreements for Third-Party Personnel","","G 0.14|G 0.16|G 0.17|G 0.19|G 0.22|G 0.27|G 0.29|G 0.32|G 0.33|G 0.37|G 0.38|G 0.44|G 0.45|G 0.46"
"ORP.2.A7","ORP.2","Verifying the Trustworthiness of Employees","","G 0.16|G 0.29|G 0.42|G 0.45|G 0.46"
"ORP.2.A13","ORP.2","Security Vetting","C","G 0.14|G 0.29|G 0.36|G 0.38"
"ORP.2.A14","ORP.2","Tasks and Responsibilities of Employees","","G 0.19|G 0.22|G 0.29|G 0.41|G 0.46"
"ORP.2.A15","ORP.2","Qualifications of Personnel","","G 0.14|G 0.19|G 0.29|G 0.32|G 0.38|G 0.42|G 0.46"
"ORP.3.A1","ORP.3","Top Management Awareness of Information Security Issues","","G 0.14|G 0.15|G 0.19|G 0.24|G 0.29|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.38|G 0.42|G 0.45|G 0.46"
"ORP.3.A3","ORP.3","Training Employees in the Secure Handling of IT","","G 0.14|G 0.15|G 0.19|G 0.24|G 0.29|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.38|G 0.42|G 0.45|G 0.46"
"ORP.3.A4","ORP.3","Designing and Planning an Information Security Awareness and Training Program","","G 0.29"
"ORP.3.A6","ORP.3","Implementation of Information Security Awareness and Training Measures","","G 0.29"
"ORP.3.A7","ORP.3","Training in the IT-Grundschutz Methodology","","G 0.14|G 0.15|G 0.19|G 0.24|G 0.29|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.38|G 0.42|G 0.45"
"ORP.3.A8","ORP.3","Measurement and Evaluation of Training Success","","G 0.29"
"ORP.3.A9","ORP.3","Special Training for Exposed Persons and Organisations","CIA","G 0.14|G 0.15|G 0.19|G 0.24|G 0.29|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.38|G 0.42|G 0.45|G 0.46"
"ORP.4.A1","ORP.4","Regulation for Creating and Deleting Users and User Groups","","G 0.18"
"ORP.4.A2","ORP.4","Creating, Changing, and Revoking Authorisations","","G 0.18"
"ORP.4.A3","ORP.4","Documentation of User IDs and Rights Profiles","","G 0.18"
"ORP.4.A4","ORP.4","Distribution of Tasks and Separation of Roles","","G 0.22|G 0.29|G 0.32|G 0.37"
"ORP.4.A5","ORP.4","Assignment of Site Access Rights","","G 0.16|G 0.18|G 0.29|G 0.44"
"ORP.4.A6","ORP.4","Assignment of System Access Rights","","G 0.18|G 0.23|G 0.29"
"ORP.4.A7","ORP.4","Assignment of Data Access Rights","","G 0.18|G 0.23|G 0.29"
"ORP.4.A8","ORP.4","Provisions Governing the Use of Passwords","","G 0.18|G 0.23|G 0.29"
"ORP.4.A9","ORP.4","Identification and Authentication","","G 0.14|G 0.15|G 0.18|G 0.22|G 0.23|G 0.30|G 0.32|G 0.36|G 0.37|G 0.46"
"ORP.4.A10","ORP.4","Protection of User IDs with Wide-Ranging Authorisations","","G 0.14|G 0.32|G 0.36"
"ORP.4.A11","ORP.4","Resetting Passwords","","G 0.18|G 0.23|G 0.36"
"ORP.4.A12","ORP.4","Developing an Authentication Concept for IT Systems and Applications","","G 0.14|G 0.32|G 0.36"
"ORP.4.A13","ORP.4","Selection of Suitable Authentication Mechanisms","","G 0.14|G 0.32|G 0.36"
"ORP.4.A14","ORP.4","Checking the Effectiveness of User Separation in IT Systems or Applications","","G 0.18|G 0.29|G 0.37"
"ORP.4.A15","ORP.4","Approach and Design of Identity and Access Management Processes","","G 0.18"
"ORP.4.A16","ORP.4","Policies for Data and System Access Control","","G 0.18"
"ORP.4.A17","ORP.4","Suitable Selection of Identity and Access Management Systems","","G 0.18|G 0.30|G 0.31"
"ORP.4.A18","ORP.4","Using a Central Authentication Service","","G 0.14|G 0.15|G 0.18|G 0.36"
"ORP.4.A19","ORP.4","Instruction of All Employees in the Handling of Authentication Methods and Mechanisms","","G 0.31"
"ORP.4.A20","ORP.4","Contingency Planning for the Identity and Access Management System","CIA","G 0.25"
"ORP.4.A21","ORP.4","Multi-Factor Authentication","CI","G 0.23|G 0.30|G 0.32|G 0.36"
"ORP.4.A22","ORP.4","Regulating Password Quality","","G 0.18|G 0.23|G 0.29"
"ORP.4.A23","ORP.4","Regulating Password-Processing Applications and IT Systems","","G 0.18|G 0.23|G 0.29"
"ORP.4.A24","ORP.4","Dual Control for Administrative Activities","CIA","G 0.14|G 0.22|G 0.30|G 0.31|G 0.32|G 0.37"
"ORP.5.A1","ORP.5","Identification of Framework Conditions","","G 0.29"
"ORP.5.A2","ORP.5","Compliance with Framework Conditions","","G 0.29"
"ORP.5.A4","ORP.5","Design and Organisation of Compliance Management","","G 0.29"
"ORP.5.A5","ORP.5","Granting Exceptions","","G 0.29"
"ORP.5.A8","ORP.5","Regular Reviews of Compliance Management","","G 0.29"
"SYS.1.1.A1","SYS.1.1","Appropriate Installation","","G 0.16|G 0.21"
"SYS.1.1.A2","SYS.1.1","User Authentication on Servers","","G 0.14|G 0.19|G 0.22|G 0.30"
"SYS.1.1.A5","SYS.1.1","Protection of Interfaces","","G 0.21|G 0.23"
"SYS.1.1.A6","SYS.1.1","Disabling Unnecessary Services","","G 0.14|G 0.18|G 0.19|G 0.23"
"SYS.1.1.A9","SYS.1.1","Using Anti-Virus Programs on Servers","","G 0.39"
"SYS.1.1.A10","SYS.1.1","Logging","","G 0.37"
"SYS.1.1.A11","SYS.1.1","Defining a Security Policy for Servers","","G 0.18|G 0.31"
"SYS.1.1.A12","SYS.1.1","Planning the Use of Servers","","G 0.18"
"SYS.1.1.A13","SYS.1.1","Procurement of Servers","","G 0.18"
"SYS.1.1.A15","SYS.1.1","Stable and Uninterruptible Power Supply","","G 0.8"
"SYS.1.1.A16","SYS.1.1","Secure Basic Configuration of Servers","","G 0.18"
"SYS.1.1.A19","SYS.1.1","Configuring Local Packet Filters","","G 0.14|G 0.19|G 0.23|G 0.43"
"SYS.1.1.A21","SYS.1.1","Operational Documentation for Servers","","G 0.18|G 0.22|G 0.37|G 0.45"
"SYS.1.1.A22","SYS.1.1","Integration into Contingency Planning","","G 0.18|G 0.27"
"SYS.1.1.A23","SYS.1.1","Monitoring Systems and Servers","","G 0.18|G 0.25|G 0.26|G 0.27"
"SYS.1.1.A24","SYS.1.1","Security Checks for Servers","","G 0.18"
"SYS.1.1.A25","SYS.1.1","Controlled Decommissioning of a Server","","G 0.19|G 0.27|G 0.31"
"SYS.1.1.A27","SYS.1.1","Host-Based Attack Detection","IA","G 0.21|G 0.22|G 0.23|G 0.30|G 0.32|G 0.40"
"SYS.1.1.A28","SYS.1.1","Increasing Availability Through Redundancy","A","G 0.25|G 0.27"
"SYS.1.1.A30","SYS.1.1","One Service per Server","CIA","G 0.25|G 0.28"
"SYS.1.1.A31","SYS.1.1","Using Execution Control","CI","G 0.23|G 0.39"
"SYS.1.1.A33","SYS.1.1","Active Administration of Root Certificates","CI","G 0.14|G 0.18|G 0.23"
"SYS.1.1.A34","SYS.1.1","Hard Disk Encryption","CI","G 0.14|G 0.19|G 0.22|G 0.46"
"SYS.1.1.A35","SYS.1.1","Drawing Up and Maintaining an Operating Manual","","G 0.14|G 0.18|G 0.19|G 0.20|G 0.27"
"SYS.1.1.A36","SYS.1.1","Protecting the Boot Process","CIA","G 0.21"
"SYS.1.1.A37","SYS.1.1","Encapsulation of Security-Critical Applications and Operating System Components","","G 0.21|G 0.31|G 0.39|G 0.45"
"SYS.1.1.A38","SYS.1.1","Hardening of the Host System by Means of a Read-Only File System","I","G 0.21|G 0.28|G 0.39|G 0.46"
"SYS.1.2.2.A1","SYS.1.2.2","Planning of Windows Server 2012","","G 0.18|G 0.27|G 0.29"
"SYS.1.2.2.A2","SYS.1.2.2","Secure Installation of Windows Server 2012","","G 0.14|G 0.15|G 0.19|G 0.20|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.28|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.38|G 0.39|G 0.40|G 0.42|G 0.43|G 0.45|G 0.46"
"SYS.1.2.2.A3","SYS.1.2.2","Secure Administration of Windows Server 2012","","G 0.14|G 0.15|G 0.19|G 0.20|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.27|G 0.28|G 0.29|G 0.30|G 0.31|G 0.32|G 0.33|G 0.36|G 0.37|G 0.38|G 0.39|G 0.40|G 0.41|G 0.42|G 0.43|G 0.45|G 0.46"
"SYS.1.2.2.A4","SYS.1.2.2","Secure Configuration of Windows Server 2012","","G 0.14|G 0.15|G 0.19|G 0.20|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.28|G 0.29|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.38|G 0.39|G 0.40|G 0.42|G 0.43|G 0.45|G 0.46"
"SYS.1.2.2.A5","SYS.1.2.2","Protection Against Malware on Windows Server 2012","","G 0.14|G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.27|G 0.30|G 0.32|G 0.36|G 0.37|G 0.38|G 0.39|G 0.40|G 0.42|G 0.43|G 0.45|G 0.46"
"SYS.1.2.2.A6","SYS.1.2.2","Secure Authentication and Authorisation in Windows Server 2012","","G 0.14|G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.27|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.38|G 0.39|G 0.40|G 0.41|G 0.42|G 0.43|G 0.46"
"SYS.1.2.2.A8","SYS.1.2.2","Protection of System Integrity","","G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.37|G 0.39|G 0.46"
"SYS.1.2.2.A11","SYS.1.2.2","Attack Detection in Windows Server 2012","CIA","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.28|G 0.30|G 0.32|G 0.39|G 0.40|G 0.41|G 0.42|G 0.43|G 0.45|G 0.46"
"SYS.1.2.2.A12","SYS.1.2.2","Redundancy and High Availability in Windows Server 2012","A","G 0.27|G 0.45"
"SYS.1.2.2.A14","SYS.1.2.2","Shutting Down Encrypted Servers and Virtual Machines","CI","G 0.14|G 0.19|G 0.21|G 0.22|G 0.36|G 0.37|G 0.38|G 0.46"
"SYS.1.3.A2","SYS.1.3","Careful Allocation of IDs","","G 0.14|G 0.22|G 0.30|G 0.31|G 0.32|G 0.45|G 0.46"
"SYS.1.3.A3","SYS.1.3","No Automatic Integration of Removable Drives","","G 0.21|G 0.23|G 0.30"
"SYS.1.3.A4","SYS.1.3","Protection from Exploitation of Vulnerabilities in Applications","","G 0.22|G 0.23|G 0.28|G 0.39"
"SYS.1.3.A5","SYS.1.3","Secure Installation of Software Packages","","G 0.20|G 0.28"
"SYS.1.3.A6","SYS.1.3","Managing Users and Groups","","G 0.21|G 0.30|G 0.31"
"SYS.1.3.A8","SYS.1.3","Encrypted Access via Secure Shell","","G 0.14|G 0.23|G 0.43"
"SYS.1.3.A10","SYS.1.3","Preventing Further Intrusion When Vulnerabilities Are Exploited","","G 0.25|G 0.28|G 0.39"
"SYS.1.3.A14","SYS.1.3","Preventing Unauthorised Collection of System and User Information","C","G 0.14|G 0.30|G 0.46"
"SYS.1.3.A16","SYS.1.3","Additional Prevention of Further Intrusion When Vulnerabilities Are Exploited","CI","G 0.14|G 0.22|G 0.32|G 0.45"
"SYS.1.3.A17","SYS.1.3","Additional Kernel Protection","CI","G 0.14|G 0.22|G 0.32|G 0.45"
"SYS.1.5.A2","SYS.1.5","Secure Use of Virtual IT Systems","","G 0.26|G 0.27|G 0.30|G 0.32"
"SYS.1.5.A3","SYS.1.5","Secure Configuration of Virtual IT Systems","","G 0.23|G 0.29|G 0.30"
"SYS.1.5.A4","SYS.1.5","Secure Configuration of a Network for Virtual Infrastructures","","G 0.23|G 0.29|G 0.30"
"SYS.1.5.A5","SYS.1.5","Protection of Administration Interfaces","","G 0.15|G 0.22|G 0.23|G 0.30|G 0.46"
"SYS.1.5.A6","SYS.1.5","Logging in the Virtual Infrastructure","","G 0.25|G 0.26|G 0.27|G 0.29|G 0.37"
"SYS.1.5.A7","SYS.1.5","Time Synchronisation in Virtual IT Systems","","G 0.25|G 0.26|G 0.27|G 0.37"
"SYS.1.5.A8","SYS.1.5","Planning a Virtual Infrastructure","","G 0.18|G 0.26|G 0.27|G 0.29"
"SYS.1.5.A9","SYS.1.5","Network Planning for Virtual Infrastructure","","G 0.18|G 0.26|G 0.27"
"SYS.1.5.A10","SYS.1.5","Introduction of Management Processes for Virtual IT Systems","","G 0.18|G 0.19|G 0.29"
"SYS.1.5.A11","SYS.1.5","Administration of the Virtualisation Infrastructure Using a Separate Management Network","","G 0.15|G 0.19|G 0.23|G 0.30|G 0.46"
"SYS.1.5.A12","SYS.1.5","Rights and Role Concept for Virtual Infrastructure Administration","","G 0.18|G 0.30|G 0.32"
"SYS.1.5.A13","SYS.1.5","Selection of Suitable Hardware for Virtualisation Environments","","G 0.18|G 0.26"
"SYS.1.5.A14","SYS.1.5","Uniform Configuration Standards for Virtual IT Systems","","G 0.19|G 0.23|G 0.29|G 0.30"
"SYS.1.5.A15","SYS.1.5","Operation of Guest Operating Systems with Different Protection Needs","","G 0.19|G 0.22|G 0.23|G 0.26|G 0.27|G 0.30"
"SYS.1.5.A16","SYS.1.5","Encapsulation of Virtual Machines","","G 0.15|G 0.19|G 0.22|G 0.23"
"SYS.1.5.A17","SYS.1.5","Monitoring the Operating Condition and Configuration of the Virtual Infrastructure","","G 0.25|G 0.26|G 0.27"
"SYS.1.5.A19","SYS.1.5","Regular Audits of Virtualisation Infrastructure","","G 0.29"
"SYS.1.5.A20","SYS.1.5","Using Highly Available Architectures","A","G 0.25"
"SYS.1.5.A21","SYS.1.5","Secure Configuration of Virtual IT Systems for Increased Protection Needs","IA","G 0.26|G 0.27"
"SYS.1.5.A22","SYS.1.5","Hardening of the Virtualisation Server","CI","G 0.19|G 0.22|G 0.23|G 0.30"
"SYS.1.5.A23","SYS.1.5","Restriction of Rights of Virtual Machines","CI","G 0.15|G 0.22|G 0.30"
"SYS.1.5.A24","SYS.1.5","Disabling Snapshots of Virtual IT Systems","CIA","G 0.19|G 0.22|G 0.26|G 0.27|G 0.30"
"SYS.1.5.A25","SYS.1.5","Minimal Use of Console Access to Virtual IT Systems","A","G 0.26|G 0.27|G 0.40"
"SYS.1.5.A26","SYS.1.5","Use of a PKI","CIA","G 0.15|G 0.22|G 0.43|G 0.46"
"SYS.1.5.A27","SYS.1.5","Use of Certified Virtualisation Software","CIA","G 0.15|G 0.20|G 0.21|G 0.22|G 0.23"
"SYS.1.5.A28","SYS.1.5","Encryption of Virtual IT Systems","C","G 0.15"
"SYS.1.6.A1","SYS.1.6","Planning Container Use","","G 0.14|G 0.18|G 0.19|G 0.20|G 0.21|G 0.22|G 0.23|G 0.24|G 0.25|G 0.27|G 0.28|G 0.30|G 0.31|G 0.32|G 0.40|G 0.45|G 0.46"
"SYS.1.6.A2","SYS.1.6","Container Management Planning","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.24|G 0.25|G 0.27|G 0.28|G 0.30|G 0.31|G 0.32|G 0.46"
"SYS.1.6.A3","SYS.1.6","Secure Use of Containerised IT Systems","","G 0.14|G 0.19|G 0.20|G 0.21|G 0.22|G 0.23|G 0.24|G 0.25|G 0.27|G 0.28|G 0.30|G 0.31|G 0.32|G 0.37|G 0.39|G 0.40|G 0.45|G 0.46"
"SYS.1.6.A4","SYS.1.6","Planning the Provision and Distribution of Images","","G 0.18|G 0.20|G 0.21|G 0.22|G 0.25|G 0.27|G 0.30|G 0.31|G 0.39"
"SYS.1.6.A5","SYS.1.6","Separation of Administration and Access Networks for Containers","","G 0.14|G 0.19|G 0.22|G 0.23|G 0.25|G 0.27|G 0.28|G 0.30|G 0.31|G 0.32|G 0.39|G 0.46"
"SYS.1.6.A6","SYS.1.6","Use of Secure Images","","G 0.14|G 0.19|G 0.20|G 0.21|G 0.23|G 0.25|G 0.27|G 0.30|G 0.31|G 0.32|G 0.37|G 0.39|G 0.40|G 0.46"
"SYS.1.6.A7","SYS.1.6","Persistence of Container Logging Data","","G 0.14|G 0.30|G 0.37|G 0.45"
"SYS.1.6.A8","SYS.1.6","Secure Storage of Container Access Data","","G 0.14|G 0.19|G 0.23|G 0.30|G 0.32|G 0.46"
"SYS.1.6.A9","SYS.1.6","Suitability for Container Operation","","G 0.19|G 0.20|G 0.21|G 0.24|G 0.27|G 0.28|G 0.30|G 0.31|G 0.32|G 0.39|G 0.40|G 0.45|G 0.46"
"SYS.1.6.A10","SYS.1.6","Policy for Images and Container Operation","","G 0.14|G 0.19|G 0.20|G 0.21|G 0.23|G 0.25|G 0.27|G 0.28|G 0.30|G 0.31|G 0.32|G 0.37|G 0.39|G 0.40|G 0.45|G 0.46"
"SYS.1.6.A11","SYS.1.6","Only One Service per Container","","G 0.19|G 0.25"
"SYS.1.6.A12","SYS.1.6","Distribution of Secure Images","","G 0.14|G 0.20|G 0.21|G 0.22|G 0.28|G 0.30|G 0.31|G 0.32|G 0.37|G 0.39|G 0.45|G 0.46"
"SYS.1.6.A13","SYS.1.6","Release of Images","","G 0.20|G 0.21|G 0.22|G 0.25|G 0.27|G 0.30|G 0.37|G 0.39|G 0.45|G 0.46"
"SYS.1.6.A14","SYS.1.6","Updating Images","","G 0.14|G 0.18|G 0.20|G 0.21|G 0.25|G 0.27|G 0.37|G 0.39|G 0.45|G 0.46"
"SYS.1.6.A15","SYS.1.6","Limitation of Resources per Container","","G 0.27|G 0.28|G 0.39|G 0.40"
"SYS.1.6.A16","SYS.1.6","Administrative Remote Access to Containers","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.25|G 0.28|G 0.30|G 0.31|G 0.32|G 0.39|G 0.46"
"SYS.1.6.A17","SYS.1.6","Running Containers Without Privileges","","G 0.14|G 0.28|G 0.30|G 0.31|G 0.32|G 0.39|G 0.46"
"SYS.1.6.A18","SYS.1.6","Application Services Accounts","","G 0.14|G 0.19|G 0.23|G 0.28|G 0.30|G 0.31|G 0.32|G 0.39|G 0.45|G 0.46"
"SYS.1.6.A19","SYS.1.6","Including Data Stores in Containers","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.27|G 0.39|G 0.45|G 0.46"
"SYS.1.6.A20","SYS.1.6","Protection of Configuration Data","","G 0.21|G 0.22|G 0.37"
"SYS.1.6.A21","SYS.1.6","Extended Security Policies","CIA","G 0.14|G 0.19|G 0.23|G 0.27|G 0.28|G 0.30|G 0.31|G 0.32|G 0.39|G 0.40|G 0.46"
"SYS.1.6.A22","SYS.1.6","Provision for Investigations","CI","G 0.18|G 0.37"
"SYS.1.6.A23","SYS.1.6","Container Immutability","I","G 0.22|G 0.28|G 0.39|G 0.46"
"SYS.1.6.A24","SYS.1.6","Host-Based Attack Detection","I","G 0.22|G 0.28|G 0.39|G 0.46"
"SYS.1.6.A25","SYS.1.6","High Availability of Containerised Applications","CIA","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.28|G 0.30|G 0.31|G 0.32|G 0.39|G 0.40|G 0.46"
"SYS.1.6.A26","SYS.1.6","Advanced Isolation and Encapsulation of Containers","A","G 0.23|G 0.24|G 0.25|G 0.27|G 0.40"
"SYS.1.7.A1","SYS.1.7","Use of Restrictive z/OS IDs","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.32|G 0.36|G 0.37|G 0.40|G 0.45|G 0.46"
"SYS.1.7.A2","SYS.1.7","Protection of Security-Critical z/OS Utilities","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.32|G 0.36|G 0.37|G 0.40|G 0.45|G 0.46"
"SYS.1.7.A3","SYS.1.7","Maintenance of Z Systems","","G 0.20|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.28|G 0.30|G 0.40|G 0.43|G 0.45|G 0.46"
"SYS.1.7.A4","SYS.1.7","Training z/OS Operators","","G 0.18|G 0.19|G 0.31|G 0.45|G 0.46"
"SYS.1.7.A5","SYS.1.7","Use and Protection of System-Related z/OS Terminals","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.43|G 0.45|G 0.46"
"SYS.1.7.A6","SYS.1.7","Use and Protection of the Remote Support Facility","","G 0.14|G 0.19|G 0.20|G 0.21|G 0.22|G 0.23|G 0.30|G 0.36|G 0.43|G 0.45|G 0.46"
"SYS.1.7.A7","SYS.1.7","Restrictive Authorisation in z/OS","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.32|G 0.36|G 0.37|G 0.45|G 0.46"
"SYS.1.7.A8","SYS.1.7","Use of the z/OS Security System RACF","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.32|G 0.36|G 0.37|G 0.39|G 0.45|G 0.46"
"SYS.1.7.A9","SYS.1.7","Multi-Client Capability in z/OS","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.39|G 0.43|G 0.45|G 0.46"
"SYS.1.7.A11","SYS.1.7","Protection of Session Data","","G 0.14|G 0.19|G 0.23|G 0.30|G 0.32|G 0.36|G 0.37|G 0.43"
