Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.01.02,18,1,2,,Risk Sub-Category,Representation & Toxicity Harms,Unfair capability distribution ,"""Performing worse for some groups than others in a way that harms the worse-off group""","Example: ""Generating a lower-quality output when given a prompt in a non-English language (Dave, 2023)*""",30,30,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.3 > Unequal performance across groups
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.01.03,18,1,3,,Risk Sub-Category,Representation & Toxicity Harms,Toxic content,"""Generating content that violates community standards, including harming or inciting hatred or violence against individuals and groups (e.g. gore, child sexual abuse material, profanities, identity attacks)""","Example: ""Generating visual or auditory descriptions of gruesome acts (Knight, 2022)± , child abuse imagery (Harwell, 2023)*, and hateful images (Qu et al., 2023)""",30,30,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.02.00,18,2,,,Risk Category,Misinformation Harms ,,"""AI systems generating and facilitating the spread of inaccurate or misleading information that causes people to develop false beliefs""","Example: ""An AI-generated image that was widely circulated on Twitter led several news outlets to falsely report that an explosion had taken place at the US Pentagon, causing a brief drop in the US stock market (Alba, 2023)""",14,14,2 - AI,3 - Other,2 - Post-deployment,3. Misinformation,3.0 > Misinformation
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.02.01,18,2,1,,Risk Sub-Category,Misinformation Harms ,Propagating misconceptions/ false beliefs,"""Generating or spreading false, low-quality, misleading, or inaccurate information that causes people to develop false or inaccurate perceptions and beliefs""","Example: ""A synthetic video of a nuclear explosion prompting mass panic (Alba, 2023)*",30,30,2 - AI,3 - Other,2 - Post-deployment,3. Misinformation,3.1 > False or misleading information
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.02.02,18,2,2,,Risk Sub-Category,Misinformation Harms ,Erosion of trust in public information,"""Eroding trust in public information and knowledge""","Example: ""Dismissal of real audiovisual evidence (e.g. of human rights violation) as “synthetic” in courts (Gregory, 2023)± ; (Christopher, 2023)*; (Bond, 2023)*""",30,30,1 - Human,3 - Other,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.02.03,18,2,3,,Risk Sub-Category,Misinformation Harms ,Pollution of information ecosystem ,"""Contaminating publicly available information with false or inaccurate information""","Example: ""Digital commons (e.g. Wikimedia) becoming replete with synthetic or factually inaccurate content (Huang and Siddarth, 2023)±""",30,30,2 - AI,3 - Other,2 - Post-deployment,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.03.00,18,3,,,Risk Category,Information & Safety Harms ,,"""AI systems leaking, reproducing, generating or inferring sensitive, private, or hazardous information""","Example: ""An AI system leaks private images from the training data (Carlini et al., 2023a)""",14,14,2 - AI,2 - Unintentional,2 - Post-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.03.01,18,3,1,,Risk Sub-Category,Information & Safety Harms ,Privacy infringement ,"""Leaking, generating, or correctly inferring private and personal information about individuals""","Example: ""Leaking a person’s payment address and credit card information (Metz, 2023)*""",30,30,2 - AI,3 - Other,2 - Post-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.03.02,18,3,2,,Risk Sub-Category,Information & Safety Harms ,Dissemination of dangerous information ,"""Leaking, generating or correctly inferring hazardous or sensitive information that could pose a security threat""","Example: ""Generating information on how to create a novel biohazard (OpenAI, 2023a)±""",30,30,2 - AI,3 - Other,2 - Post-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.04.00,18,4,,,Risk Category,Malicious Use ,,"""AI systems reducing the costs and facilitating activities of actors trying to cause harm (e.g. fraud, weapons)""","Example: ""AI systems can generate deepfake images cheaply, at scale (Amoroso et al., 2023)""",14,14,2 - AI,3 - Other,2 - Post-deployment,4. Malicious Actors & Misuse,4.0 > Malicious use
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.04.01,18,4,1,,Risk Sub-Category,Malicious Use ,Influence operations ,"""Facilitating large-scale disinformation campaigns and targeted manipulation of public opinion""","Example: ""Creating false news websites and news channels to influence election outcomes (Satariano and Mozur, 2023)*; (Vincent, 2023)*""",30,30,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.04.02,18,4,2,,Risk Sub-Category,Malicious Use ,Fraud ,"""Facilitating fraud, cheating, forgery, and impersonation scams""","Example: ""Impersonating a trusted individual’s voice to scam them (e.g. providing bank details) (Verma, 2023)*; (Krishnan, 2023)*""",30,30,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation"
